// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\keith\Source\Repos\ValueTuplePerf\bin\Release\netcoreapp3.1\56f2a695-9370-4076-a398-7852e067d743
// command took 2.04s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\keith\Source\Repos\ValueTuplePerf\bin\Release\netcoreapp3.1\56f2a695-9370-4076-a398-7852e067d743
// command took 2.87s and exited with 0
// ***** Done, took 00:00:05 (5.04 sec)   *****
// Found 4 benchmarks:
//   ListOfTuplesContainsBenchmark.ListContainsTuple: DefaultJob
//   ListOfTuplesContainsBenchmark.ListContainsStruct: DefaultJob
//   ListOfTuplesContainsBenchmark.MapContainsTuple: DefaultJob
//   ListOfTuplesContainsBenchmark.MapContainsStruct: DefaultJob

// **************************
// Benchmark: ListOfTuplesContainsBenchmark.ListContainsTuple: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "56f2a695-9370-4076-a398-7852e067d743.dll" --benchmarkName "ValueTuplePerf.ListOfTuplesContainsBenchmark.ListContainsTuple" --job "Default" --benchmarkId 0 in C:\Users\keith\Source\Repos\ValueTuplePerf\bin\Release\netcoreapp3.1\56f2a695-9370-4076-a398-7852e067d743\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadActual   6: 9 op, 564292200.00 ns, 62.6991 ms/op
WorkloadActual   7: 9 op, 556004800.00 ns, 61.7783 ms/op
WorkloadActual   8: 9 op, 587338700.00 ns, 65.2599 ms/op
WorkloadActual   9: 9 op, 555237400.00 ns, 61.6930 ms/op
WorkloadActual  10: 9 op, 565224800.00 ns, 62.8028 ms/op
WorkloadActual  11: 9 op, 564538800.00 ns, 62.7265 ms/op
WorkloadActual  12: 9 op, 584332500.00 ns, 64.9258 ms/op
WorkloadActual  13: 9 op, 557536400.00 ns, 61.9485 ms/op
WorkloadActual  14: 9 op, 540800700.00 ns, 60.0890 ms/op
WorkloadActual  15: 9 op, 560934600.00 ns, 62.3261 ms/op
WorkloadActual  16: 9 op, 570505900.00 ns, 63.3895 ms/op
WorkloadActual  17: 9 op, 559195000.00 ns, 62.1328 ms/op
WorkloadActual  18: 9 op, 557963900.00 ns, 61.9960 ms/op
WorkloadActual  19: 9 op, 580557500.00 ns, 64.5064 ms/op
WorkloadActual  20: 9 op, 564038500.00 ns, 62.6709 ms/op

// AfterActualRun
WorkloadResult   1: 9 op, 589019800.00 ns, 65.4466 ms/op
WorkloadResult   2: 9 op, 558065400.00 ns, 62.0073 ms/op
WorkloadResult   3: 9 op, 557835100.00 ns, 61.9817 ms/op
WorkloadResult   4: 9 op, 576440300.00 ns, 64.0489 ms/op
WorkloadResult   5: 9 op, 567671000.00 ns, 63.0746 ms/op
WorkloadResult   6: 9 op, 564292200.00 ns, 62.6991 ms/op
WorkloadResult   7: 9 op, 556004800.00 ns, 61.7783 ms/op
WorkloadResult   8: 9 op, 587338700.00 ns, 65.2599 ms/op
WorkloadResult   9: 9 op, 555237400.00 ns, 61.6930 ms/op
WorkloadResult  10: 9 op, 565224800.00 ns, 62.8028 ms/op
WorkloadResult  11: 9 op, 564538800.00 ns, 62.7265 ms/op
WorkloadResult  12: 9 op, 584332500.00 ns, 64.9258 ms/op
WorkloadResult  13: 9 op, 557536400.00 ns, 61.9485 ms/op
WorkloadResult  14: 9 op, 540800700.00 ns, 60.0890 ms/op
WorkloadResult  15: 9 op, 560934600.00 ns, 62.3261 ms/op
WorkloadResult  16: 9 op, 570505900.00 ns, 63.3895 ms/op
WorkloadResult  17: 9 op, 559195000.00 ns, 62.1328 ms/op
WorkloadResult  18: 9 op, 557963900.00 ns, 61.9960 ms/op
WorkloadResult  19: 9 op, 580557500.00 ns, 64.5064 ms/op
WorkloadResult  20: 9 op, 564038500.00 ns, 62.6709 ms/op
GC:  0 0 0 0 9
Threading:  2 0 9

// AfterAll
// Benchmark Process 17876 has exited with code 0

Mean = 62.8752 ms, StdErr = 0.3050 ms (0.49%); N = 20, StdDev = 1.3639 ms
Min = 60.0890 ms, Q1 = 61.9888 ms, Median = 62.6850 ms, Q3 = 63.7192 ms, Max = 65.4466 ms
IQR = 1.7304 ms, LowerFence = 59.3932 ms, UpperFence = 66.3148 ms
ConfidenceInterval = [61.6908 ms; 64.0596 ms] (CI 99.9%), Margin = 1.1844 ms (1.88% of Mean)
Skewness = 0.34, Kurtosis = 2.45, MValue = 2

// **************************
// Benchmark: ListOfTuplesContainsBenchmark.ListContainsStruct: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "56f2a695-9370-4076-a398-7852e067d743.dll" --benchmarkName "ValueTuplePerf.ListOfTuplesContainsBenchmark.ListContainsStruct" --job "Default" --benchmarkId 1 in C:\Users\keith\Source\Repos\ValueTuplePerf\bin\Release\netcoreapp3.1\56f2a695-9370-4076-a398-7852e067d743\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 252000.00 ns, 252.0000 us/op
WorkloadJitting  1: 1 op, 50722000.00 ns, 50.7220 ms/op

WorkloadPilot    1: 2 op, 97156200.00 ns, 48.5781 ms/op
WorkloadPilot    2: 3 op, 144552700.00 ns, 48.1842 ms/op
WorkloadPilot    3: 4 op, 208495900.00 ns, 52.1240 ms/op
WorkloadPilot    4: 5 op, 237812300.00 ns, 47.5625 ms/op
WorkloadPilot    5: 6 op, 281868700.00 ns, 46.9781 ms/op
WorkloadPilot    6: 7 op, 327486900.00 ns, 46.7838 ms/op
WorkloadPilot    7: 8 op, 374115800.00 ns, 46.7645 ms/op
WorkloadPilot    8: 9 op, 420163900.00 ns, 46.6849 ms/op
WorkloadPilot    9: 10 op, 486889400.00 ns, 48.6889 ms/op
WorkloadPilot   10: 11 op, 512215900.00 ns, 46.5651 ms/op

WorkloadWarmup   1: 11 op, 510781500.00 ns, 46.4347 ms/op
WorkloadWarmup   2: 11 op, 510729900.00 ns, 46.4300 ms/op
WorkloadWarmup   3: 11 op, 566056600.00 ns, 51.4597 ms/op
WorkloadWarmup   4: 11 op, 524287700.00 ns, 47.6625 ms/op
WorkloadWarmup   5: 11 op, 539992900.00 ns, 49.0903 ms/op
WorkloadWarmup   6: 11 op, 521567600.00 ns, 47.4152 ms/op

// BeforeActualRun
WorkloadActual   1: 11 op, 534427100.00 ns, 48.5843 ms/op
WorkloadActual   2: 11 op, 519746600.00 ns, 47.2497 ms/op
WorkloadActual   3: 11 op, 519661400.00 ns, 47.2419 ms/op
WorkloadActual   4: 11 op, 518138200.00 ns, 47.1035 ms/op
WorkloadActual   5: 11 op, 535551200.00 ns, 48.6865 ms/op
WorkloadActual   6: 11 op, 524768900.00 ns, 47.7063 ms/op
WorkloadActual   7: 11 op, 521069000.00 ns, 47.3699 ms/op
WorkloadActual   8: 11 op, 521710300.00 ns, 47.4282 ms/op
WorkloadActual   9: 11 op, 538301400.00 ns, 48.9365 ms/op
WorkloadActual  10: 11 op, 522419100.00 ns, 47.4926 ms/op
WorkloadActual  11: 11 op, 521096100.00 ns, 47.3724 ms/op
WorkloadActual  12: 11 op, 517782500.00 ns, 47.0711 ms/op
WorkloadActual  13: 11 op, 531232700.00 ns, 48.2939 ms/op
WorkloadActual  14: 11 op, 529956500.00 ns, 48.1779 ms/op
WorkloadActual  15: 11 op, 521874000.00 ns, 47.4431 ms/op

// AfterActualRun
WorkloadResult   1: 11 op, 534427100.00 ns, 48.5843 ms/op
WorkloadResult   2: 11 op, 519746600.00 ns, 47.2497 ms/op
WorkloadResult   3: 11 op, 519661400.00 ns, 47.2419 ms/op
WorkloadResult   4: 11 op, 518138200.00 ns, 47.1035 ms/op
WorkloadResult   5: 11 op, 535551200.00 ns, 48.6865 ms/op
WorkloadResult   6: 11 op, 524768900.00 ns, 47.7063 ms/op
WorkloadResult   7: 11 op, 521069000.00 ns, 47.3699 ms/op
WorkloadResult   8: 11 op, 521710300.00 ns, 47.4282 ms/op
WorkloadResult   9: 11 op, 538301400.00 ns, 48.9365 ms/op
WorkloadResult  10: 11 op, 522419100.00 ns, 47.4926 ms/op
WorkloadResult  11: 11 op, 521096100.00 ns, 47.3724 ms/op
WorkloadResult  12: 11 op, 517782500.00 ns, 47.0711 ms/op
WorkloadResult  13: 11 op, 531232700.00 ns, 48.2939 ms/op
WorkloadResult  14: 11 op, 529956500.00 ns, 48.1779 ms/op
WorkloadResult  15: 11 op, 521874000.00 ns, 47.4431 ms/op
GC:  0 0 0 5792 11
Threading:  3 0 11

// AfterAll
// Benchmark Process 12404 has exited with code 0

Mean = 47.7438 ms, StdErr = 0.1603 ms (0.34%); N = 15, StdDev = 0.6210 ms
Min = 47.0711 ms, Q1 = 47.2497 ms, Median = 47.4431 ms, Q3 = 48.2939 ms, Max = 48.9365 ms
IQR = 1.0442 ms, LowerFence = 45.6834 ms, UpperFence = 49.8602 ms
ConfidenceInterval = [47.0799 ms; 48.4078 ms] (CI 99.9%), Margin = 0.6639 ms (1.39% of Mean)
Skewness = 0.66, Kurtosis = 1.79, MValue = 2

// **************************
// Benchmark: ListOfTuplesContainsBenchmark.MapContainsTuple: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "56f2a695-9370-4076-a398-7852e067d743.dll" --benchmarkName "ValueTuplePerf.ListOfTuplesContainsBenchmark.MapContainsTuple" --job "Default" --benchmarkId 2 in C:\Users\keith\Source\Repos\ValueTuplePerf\bin\Release\netcoreapp3.1\56f2a695-9370-4076-a398-7852e067d743\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 236800.00 ns, 236.8000 us/op
WorkloadJitting  1: 1 op, 2169300.00 ns, 2.1693 ms/op

OverheadJitting  2: 16 op, 391500.00 ns, 24.4688 us/op
WorkloadJitting  2: 16 op, 6352000.00 ns, 397.0000 us/op

WorkloadPilot    1: 16 op, 6307400.00 ns, 394.2125 us/op
WorkloadPilot    2: 32 op, 10991000.00 ns, 343.4688 us/op
WorkloadPilot    3: 64 op, 22702000.00 ns, 354.7188 us/op
WorkloadPilot    4: 128 op, 54373400.00 ns, 424.7922 us/op
WorkloadPilot    5: 256 op, 98730900.00 ns, 385.6676 us/op
WorkloadPilot    6: 512 op, 166792500.00 ns, 325.7666 us/op
WorkloadPilot    7: 1024 op, 338266600.00 ns, 330.3385 us/op
WorkloadPilot    8: 2048 op, 658386000.00 ns, 321.4775 us/op

OverheadWarmup   1: 2048 op, 29300.00 ns, 14.3066 ns/op
OverheadWarmup   2: 2048 op, 4400.00 ns, 2.1484 ns/op
OverheadWarmup   3: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadWarmup   4: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadWarmup   5: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadWarmup   6: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadWarmup   7: 2048 op, 4400.00 ns, 2.1484 ns/op
OverheadWarmup   8: 2048 op, 17900.00 ns, 8.7402 ns/op
OverheadWarmup   9: 2048 op, 20700.00 ns, 10.1074 ns/op
OverheadWarmup  10: 2048 op, 20900.00 ns, 10.2051 ns/op

OverheadActual   1: 2048 op, 5200.00 ns, 2.5391 ns/op
OverheadActual   2: 2048 op, 4400.00 ns, 2.1484 ns/op
OverheadActual   3: 2048 op, 20900.00 ns, 10.2051 ns/op
OverheadActual   4: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual   5: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual   6: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual   7: 2048 op, 4400.00 ns, 2.1484 ns/op
OverheadActual   8: 2048 op, 22100.00 ns, 10.7910 ns/op
OverheadActual   9: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadActual  10: 2048 op, 4500.00 ns, 2.1973 ns/op
OverheadActual  11: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadActual  12: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual  13: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadActual  14: 2048 op, 4400.00 ns, 2.1484 ns/op
OverheadActual  15: 2048 op, 4200.00 ns, 2.0508 ns/op

WorkloadWarmup   1: 2048 op, 674752500.00 ns, 329.4690 us/op
WorkloadWarmup   2: 2048 op, 686032400.00 ns, 334.9768 us/op
WorkloadWarmup   3: 2048 op, 659415600.00 ns, 321.9803 us/op
WorkloadWarmup   4: 2048 op, 662490800.00 ns, 323.4818 us/op
WorkloadWarmup   5: 2048 op, 687693500.00 ns, 335.7878 us/op
WorkloadWarmup   6: 2048 op, 661671700.00 ns, 323.0819 us/op

// BeforeActualRun
WorkloadActual   1: 2048 op, 661821300.00 ns, 323.1549 us/op
WorkloadActual   2: 2048 op, 687600000.00 ns, 335.7422 us/op
WorkloadActual   3: 2048 op, 657451100.00 ns, 321.0210 us/op
WorkloadActual   4: 2048 op, 663479200.00 ns, 323.9645 us/op
WorkloadActual   5: 2048 op, 666015500.00 ns, 325.2029 us/op
WorkloadActual   6: 2048 op, 655895900.00 ns, 320.2617 us/op
WorkloadActual   7: 2048 op, 663786300.00 ns, 324.1144 us/op
WorkloadActual   8: 2048 op, 683613300.00 ns, 333.7956 us/op
WorkloadActual   9: 2048 op, 656861300.00 ns, 320.7331 us/op
WorkloadActual  10: 2048 op, 661937900.00 ns, 323.2119 us/op
WorkloadActual  11: 2048 op, 668013500.00 ns, 326.1785 us/op
WorkloadActual  12: 2048 op, 677795900.00 ns, 330.9550 us/op
WorkloadActual  13: 2048 op, 663361100.00 ns, 323.9068 us/op
WorkloadActual  14: 2048 op, 659324400.00 ns, 321.9357 us/op
WorkloadActual  15: 2048 op, 683755600.00 ns, 333.8650 us/op

// AfterActualRun
WorkloadResult   1: 2048 op, 661817000.00 ns, 323.1528 us/op
WorkloadResult   2: 2048 op, 687595700.00 ns, 335.7401 us/op
WorkloadResult   3: 2048 op, 657446800.00 ns, 321.0189 us/op
WorkloadResult   4: 2048 op, 663474900.00 ns, 323.9624 us/op
WorkloadResult   5: 2048 op, 666011200.00 ns, 325.2008 us/op
WorkloadResult   6: 2048 op, 655891600.00 ns, 320.2596 us/op
WorkloadResult   7: 2048 op, 663782000.00 ns, 324.1123 us/op
WorkloadResult   8: 2048 op, 683609000.00 ns, 333.7935 us/op
WorkloadResult   9: 2048 op, 656857000.00 ns, 320.7310 us/op
WorkloadResult  10: 2048 op, 661933600.00 ns, 323.2098 us/op
WorkloadResult  11: 2048 op, 668009200.00 ns, 326.1764 us/op
WorkloadResult  12: 2048 op, 677791600.00 ns, 330.9529 us/op
WorkloadResult  13: 2048 op, 663356800.00 ns, 323.9047 us/op
WorkloadResult  14: 2048 op, 659320100.00 ns, 321.9336 us/op
WorkloadResult  15: 2048 op, 683751300.00 ns, 333.8629 us/op
GC:  0 0 0 5480 2048
Threading:  2 0 2048

// AfterAll
// Benchmark Process 2300 has exited with code 0

Mean = 325.8674 us, StdErr = 1.3317 us (0.41%); N = 15, StdDev = 5.1577 us
Min = 320.2596 us, Q1 = 321.9336 us, Median = 323.9624 us, Q3 = 330.9529 us, Max = 335.7401 us
IQR = 9.0193 us, LowerFence = 308.4047 us, UpperFence = 344.4819 us
ConfidenceInterval = [320.3535 us; 331.3814 us] (CI 99.9%), Margin = 5.5139 us (1.69% of Mean)
Skewness = 0.76, Kurtosis = 1.96, MValue = 2

// **************************
// Benchmark: ListOfTuplesContainsBenchmark.MapContainsStruct: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "56f2a695-9370-4076-a398-7852e067d743.dll" --benchmarkName "ValueTuplePerf.ListOfTuplesContainsBenchmark.MapContainsStruct" --job "Default" --benchmarkId 3 in C:\Users\keith\Source\Repos\ValueTuplePerf\bin\Release\netcoreapp3.1\56f2a695-9370-4076-a398-7852e067d743\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 222200.00 ns, 222.2000 us/op
WorkloadJitting  1: 1 op, 117897900.00 ns, 117.8979 ms/op

WorkloadPilot    1: 2 op, 231869000.00 ns, 115.9345 ms/op
WorkloadPilot    2: 3 op, 374926300.00 ns, 124.9754 ms/op
WorkloadPilot    3: 4 op, 462630300.00 ns, 115.6576 ms/op
WorkloadPilot    4: 5 op, 576962300.00 ns, 115.3925 ms/op

WorkloadWarmup   1: 5 op, 575005000.00 ns, 115.0010 ms/op
WorkloadWarmup   2: 5 op, 601756000.00 ns, 120.3512 ms/op
WorkloadWarmup   3: 5 op, 578165100.00 ns, 115.6330 ms/op
WorkloadWarmup   4: 5 op, 579345500.00 ns, 115.8691 ms/op
WorkloadWarmup   5: 5 op, 585948100.00 ns, 117.1896 ms/op
WorkloadWarmup   6: 5 op, 593790800.00 ns, 118.7582 ms/op
WorkloadWarmup   7: 5 op, 578613300.00 ns, 115.7227 ms/op

// BeforeActualRun
WorkloadActual   1: 5 op, 579184800.00 ns, 115.8370 ms/op
WorkloadActual   2: 5 op, 601169400.00 ns, 120.2339 ms/op
WorkloadActual   3: 5 op, 559949900.00 ns, 111.9900 ms/op
WorkloadActual   4: 5 op, 579449000.00 ns, 115.8898 ms/op
WorkloadActual   5: 5 op, 577813100.00 ns, 115.5626 ms/op
WorkloadActual   6: 5 op, 603453300.00 ns, 120.6907 ms/op
WorkloadActual   7: 5 op, 576284300.00 ns, 115.2569 ms/op
WorkloadActual   8: 5 op, 577637300.00 ns, 115.5275 ms/op
WorkloadActual   9: 5 op, 603156500.00 ns, 120.6313 ms/op
WorkloadActual  10: 5 op, 576432700.00 ns, 115.2865 ms/op
WorkloadActual  11: 5 op, 579001600.00 ns, 115.8003 ms/op
WorkloadActual  12: 5 op, 575547200.00 ns, 115.1094 ms/op
WorkloadActual  13: 5 op, 603566900.00 ns, 120.7134 ms/op
WorkloadActual  14: 5 op, 578950400.00 ns, 115.7901 ms/op
WorkloadActual  15: 5 op, 579194300.00 ns, 115.8389 ms/op
WorkloadActual  16: 5 op, 579810000.00 ns, 115.9620 ms/op
WorkloadActual  17: 5 op, 604296100.00 ns, 120.8592 ms/op
WorkloadActual  18: 5 op, 576636300.00 ns, 115.3273 ms/op
WorkloadActual  19: 5 op, 577598100.00 ns, 115.5196 ms/op

// AfterActualRun
WorkloadResult   1: 5 op, 579184800.00 ns, 115.8370 ms/op
WorkloadResult   2: 5 op, 601169400.00 ns, 120.2339 ms/op
WorkloadResult   3: 5 op, 559949900.00 ns, 111.9900 ms/op
WorkloadResult   4: 5 op, 579449000.00 ns, 115.8898 ms/op
WorkloadResult   5: 5 op, 577813100.00 ns, 115.5626 ms/op
WorkloadResult   6: 5 op, 603453300.00 ns, 120.6907 ms/op
WorkloadResult   7: 5 op, 576284300.00 ns, 115.2569 ms/op
WorkloadResult   8: 5 op, 577637300.00 ns, 115.5275 ms/op
WorkloadResult   9: 5 op, 603156500.00 ns, 120.6313 ms/op
WorkloadResult  10: 5 op, 576432700.00 ns, 115.2865 ms/op
WorkloadResult  11: 5 op, 579001600.00 ns, 115.8003 ms/op
WorkloadResult  12: 5 op, 575547200.00 ns, 115.1094 ms/op
WorkloadResult  13: 5 op, 603566900.00 ns, 120.7134 ms/op
WorkloadResult  14: 5 op, 578950400.00 ns, 115.7901 ms/op
WorkloadResult  15: 5 op, 579194300.00 ns, 115.8389 ms/op
WorkloadResult  16: 5 op, 579810000.00 ns, 115.9620 ms/op
WorkloadResult  17: 5 op, 604296100.00 ns, 120.8592 ms/op
WorkloadResult  18: 5 op, 576636300.00 ns, 115.3273 ms/op
WorkloadResult  19: 5 op, 577598100.00 ns, 115.5196 ms/op
GC:  0 0 0 0 5
Threading:  2 0 5

// AfterAll
// Benchmark Process 21472 has exited with code 0

Mean = 116.7277 ms, StdErr = 0.5832 ms (0.50%); N = 19, StdDev = 2.5422 ms
Min = 111.9900 ms, Q1 = 115.3273 ms, Median = 115.8003 ms, Q3 = 120.2339 ms, Max = 120.8592 ms
IQR = 4.9066 ms, LowerFence = 107.9673 ms, UpperFence = 127.5938 ms
ConfidenceInterval = [114.4405 ms; 119.0148 ms] (CI 99.9%), Margin = 2.2871 ms (1.96% of Mean)
Skewness = 0.54, Kurtosis = 2.15, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\ValueTuplePerf.ListOfTuplesContainsBenchmark-report.csv
  BenchmarkDotNet.Artifacts\results\ValueTuplePerf.ListOfTuplesContainsBenchmark-report-github.md
  BenchmarkDotNet.Artifacts\results\ValueTuplePerf.ListOfTuplesContainsBenchmark-report.html

// * Detailed results *
ListOfTuplesContainsBenchmark.ListContainsTuple: DefaultJob
Runtime = .NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT; GC = Concurrent Workstation
Mean = 62.8752 ms, StdErr = 0.3050 ms (0.49%); N = 20, StdDev = 1.3639 ms
Min = 60.0890 ms, Q1 = 61.9888 ms, Median = 62.6850 ms, Q3 = 63.7192 ms, Max = 65.4466 ms
IQR = 1.7304 ms, LowerFence = 59.3932 ms, UpperFence = 66.3148 ms
ConfidenceInterval = [61.6908 ms; 64.0596 ms] (CI 99.9%), Margin = 1.1844 ms (1.88% of Mean)
Skewness = 0.34, Kurtosis = 2.45, MValue = 2
-------------------- Histogram --------------------
[59.649 ms ; 61.752 ms) | @@
[61.752 ms ; 63.864 ms) | @@@@@@@@@@@@@
[63.864 ms ; 65.886 ms) | @@@@@
---------------------------------------------------

ListOfTuplesContainsBenchmark.ListContainsStruct: DefaultJob
Runtime = .NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT; GC = Concurrent Workstation
Mean = 47.7438 ms, StdErr = 0.1603 ms (0.34%); N = 15, StdDev = 0.6210 ms
Min = 47.0711 ms, Q1 = 47.2497 ms, Median = 47.4431 ms, Q3 = 48.2939 ms, Max = 48.9365 ms
IQR = 1.0442 ms, LowerFence = 45.6834 ms, UpperFence = 49.8602 ms
ConfidenceInterval = [47.0799 ms; 48.4078 ms] (CI 99.9%), Margin = 0.6639 ms (1.39% of Mean)
Skewness = 0.66, Kurtosis = 1.79, MValue = 2
-------------------- Histogram --------------------
[46.851 ms ; 49.157 ms) | @@@@@@@@@@@@@@@
---------------------------------------------------

ListOfTuplesContainsBenchmark.MapContainsTuple: DefaultJob
Runtime = .NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT; GC = Concurrent Workstation
Mean = 325.8674 us, StdErr = 1.3317 us (0.41%); N = 15, StdDev = 5.1577 us
Min = 320.2596 us, Q1 = 321.9336 us, Median = 323.9624 us, Q3 = 330.9529 us, Max = 335.7401 us
IQR = 9.0193 us, LowerFence = 308.4047 us, UpperFence = 344.4819 us
ConfidenceInterval = [320.3535 us; 331.3814 us] (CI 99.9%), Margin = 5.5139 us (1.69% of Mean)
Skewness = 0.76, Kurtosis = 1.96, MValue = 2
-------------------- Histogram --------------------
[319.197 us ; 337.570 us) | @@@@@@@@@@@@@@@
---------------------------------------------------

ListOfTuplesContainsBenchmark.MapContainsStruct: DefaultJob
Runtime = .NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT; GC = Concurrent Workstation
Mean = 116.7277 ms, StdErr = 0.5832 ms (0.50%); N = 19, StdDev = 2.5422 ms
