// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\keith\Source\Repos\ValueTuplePerf\bin\Release\netcoreapp3.1\939eaeb0-1003-4e42-bc95-ca7cf2fd3cf1
// command took 2.01s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\keith\Source\Repos\ValueTuplePerf\bin\Release\netcoreapp3.1\939eaeb0-1003-4e42-bc95-ca7cf2fd3cf1
// command took 2.77s and exited with 0
// ***** Done, took 00:00:04 (4.9 sec)   *****
// Found 3 benchmarks:
//   ListOfTuplesContainsBenchmark.ListTupleContains: Job-ZKJYOC(IterationCount=5)
//   ListOfTuplesContainsBenchmark.ListStructContains: Job-ZKJYOC(IterationCount=5)
//   ListOfTuplesContainsBenchmark.ListStructEqContains: Job-ZKJYOC(IterationCount=5)

// **************************
// Benchmark: ListOfTuplesContainsBenchmark.ListTupleContains: Job-ZKJYOC(IterationCount=5)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "939eaeb0-1003-4e42-bc95-ca7cf2fd3cf1.dll" --benchmarkName "ValueTuplePerf.ListOfTuplesContainsBenchmark.ListTupleContains" --job "IterationCount=5" --benchmarkId 0 in C:\Users\keith\Source\Repos\ValueTuplePerf\bin\Release\netcoreapp3.1\939eaeb0-1003-4e42-bc95-ca7cf2fd3cf1\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-SABCQM(IterationCount=5)

WorkloadWarmup   1: 8192 op, 788358100.00 ns, 96.2351 us/op
WorkloadWarmup   2: 8192 op, 814279600.00 ns, 99.3994 us/op
WorkloadWarmup   3: 8192 op, 799750000.00 ns, 97.6257 us/op
WorkloadWarmup   4: 8192 op, 787237300.00 ns, 96.0983 us/op
WorkloadWarmup   5: 8192 op, 869692800.00 ns, 106.1637 us/op
WorkloadWarmup   6: 8192 op, 820125400.00 ns, 100.1130 us/op

// BeforeActualRun
WorkloadActual   1: 8192 op, 834944100.00 ns, 101.9219 us/op
WorkloadActual   2: 8192 op, 788991200.00 ns, 96.3124 us/op
WorkloadActual   3: 8192 op, 809487200.00 ns, 98.8144 us/op
WorkloadActual   4: 8192 op, 815260000.00 ns, 99.5190 us/op
WorkloadActual   5: 8192 op, 786608200.00 ns, 96.0215 us/op

// AfterActualRun
WorkloadResult   1: 8192 op, 834929200.00 ns, 101.9201 us/op
WorkloadResult   2: 8192 op, 788976300.00 ns, 96.3106 us/op
WorkloadResult   3: 8192 op, 809472300.00 ns, 98.8125 us/op
WorkloadResult   4: 8192 op, 815245100.00 ns, 99.5172 us/op
WorkloadResult   5: 8192 op, 786593300.00 ns, 96.0197 us/op
GC:  0 0 0 1288 8192
Threading:  2 0 8192

// AfterAll
// Benchmark Process 27232 has exited with code 0

Mean = 98.5160 us, StdErr = 1.0903 us (1.11%); N = 5, StdDev = 2.4379 us
Min = 96.0197 us, Q1 = 96.1651 us, Median = 98.8125 us, Q3 = 100.7186 us, Max = 101.9201 us
IQR = 4.5535 us, LowerFence = 89.3349 us, UpperFence = 107.5489 us
ConfidenceInterval = [89.1285 us; 107.9035 us] (CI 99.9%), Margin = 9.3875 us (9.53% of Mean)
Skewness = 0.2, Kurtosis = 1.12, MValue = 2

// **************************
// Benchmark: ListOfTuplesContainsBenchmark.ListStructContains: Job-ZKJYOC(IterationCount=5)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "939eaeb0-1003-4e42-bc95-ca7cf2fd3cf1.dll" --benchmarkName "ValueTuplePerf.ListOfTuplesContainsBenchmark.ListStructContains" --job "IterationCount=5" --benchmarkId 1 in C:\Users\keith\Source\Repos\ValueTuplePerf\bin\Release\netcoreapp3.1\939eaeb0-1003-4e42-bc95-ca7cf2fd3cf1\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-ZRNUCJ(IterationCount=5)

OverheadJitting  1: 1 op, 255400.00 ns, 255.4000 us/op
WorkloadJitting  1: 1 op, 2836500.00 ns, 2.8365 ms/op

OverheadJitting  2: 16 op, 223200.00 ns, 13.9500 us/op
WorkloadJitting  2: 16 op, 10972300.00 ns, 685.7687 us/op

WorkloadPilot    1: 16 op, 8020000.00 ns, 501.2500 us/op
WorkloadPilot    2: 32 op, 17554400.00 ns, 548.5750 us/op
WorkloadPilot    3: 64 op, 37548300.00 ns, 586.6922 us/op
WorkloadPilot    4: 128 op, 66949800.00 ns, 523.0453 us/op
WorkloadPilot    5: 256 op, 106313100.00 ns, 415.2855 us/op
WorkloadPilot    6: 512 op, 172192600.00 ns, 336.3137 us/op
WorkloadPilot    7: 1024 op, 342986600.00 ns, 334.9479 us/op
WorkloadPilot    8: 2048 op, 699718900.00 ns, 341.6596 us/op

OverheadWarmup   1: 2048 op, 9500.00 ns, 4.6387 ns/op
OverheadWarmup   2: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadWarmup   3: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadWarmup   4: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadWarmup   5: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadWarmup   6: 2048 op, 17700.00 ns, 8.6426 ns/op
OverheadWarmup   7: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadWarmup   8: 2048 op, 20200.00 ns, 9.8633 ns/op
OverheadWarmup   9: 2048 op, 4000.00 ns, 1.9531 ns/op

OverheadActual   1: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadActual   2: 2048 op, 6600.00 ns, 3.2227 ns/op
OverheadActual   3: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual   4: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual   5: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual   6: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadActual   7: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadActual   8: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual   9: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual  10: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual  11: 2048 op, 32100.00 ns, 15.6738 ns/op
OverheadActual  12: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual  13: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual  14: 2048 op, 6200.00 ns, 3.0273 ns/op
OverheadActual  15: 2048 op, 4600.00 ns, 2.2461 ns/op
OverheadActual  16: 2048 op, 4300.00 ns, 2.0996 ns/op

WorkloadWarmup   1: 2048 op, 730657400.00 ns, 356.7663 us/op
WorkloadWarmup   2: 2048 op, 683326500.00 ns, 333.6555 us/op
WorkloadWarmup   3: 2048 op, 681232000.00 ns, 332.6328 us/op
WorkloadWarmup   4: 2048 op, 731332700.00 ns, 357.0960 us/op
WorkloadWarmup   5: 2048 op, 693514600.00 ns, 338.6302 us/op
WorkloadWarmup   6: 2048 op, 713161000.00 ns, 348.2231 us/op
WorkloadWarmup   7: 2048 op, 712418200.00 ns, 347.8604 us/op

// BeforeActualRun
WorkloadActual   1: 2048 op, 686731000.00 ns, 335.3179 us/op
WorkloadActual   2: 2048 op, 694965100.00 ns, 339.3384 us/op
WorkloadActual   3: 2048 op, 720365100.00 ns, 351.7408 us/op
WorkloadActual   4: 2048 op, 679134800.00 ns, 331.6088 us/op
WorkloadActual   5: 2048 op, 683955700.00 ns, 333.9627 us/op

// AfterActualRun
WorkloadResult   1: 2048 op, 686726850.00 ns, 335.3158 us/op
WorkloadResult   2: 2048 op, 694960950.00 ns, 339.3364 us/op
WorkloadResult   3: 2048 op, 720360950.00 ns, 351.7387 us/op
WorkloadResult   4: 2048 op, 679130650.00 ns, 331.6068 us/op
WorkloadResult   5: 2048 op, 683951550.00 ns, 333.9607 us/op
GC:  313 0 0 983041288 2048
Threading:  2 0 2048

// AfterAll
// Benchmark Process 20404 has exited with code 0

Mean = 338.3917 us, StdErr = 3.5649 us (1.05%); N = 5, StdDev = 7.9713 us
Min = 331.6068 us, Q1 = 332.7837 us, Median = 335.3158 us, Q3 = 345.5376 us, Max = 351.7387 us
IQR = 12.7538 us, LowerFence = 313.6530 us, UpperFence = 364.6683 us
ConfidenceInterval = [307.6971 us; 369.0863 us] (CI 99.9%), Margin = 30.6946 us (9.07% of Mean)
Skewness = 0.77, Kurtosis = 1.7, MValue = 2.5

// **************************
// Benchmark: ListOfTuplesContainsBenchmark.ListStructEqContains: Job-ZKJYOC(IterationCount=5)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "939eaeb0-1003-4e42-bc95-ca7cf2fd3cf1.dll" --benchmarkName "ValueTuplePerf.ListOfTuplesContainsBenchmark.ListStructEqContains" --job "IterationCount=5" --benchmarkId 2 in C:\Users\keith\Source\Repos\ValueTuplePerf\bin\Release\netcoreapp3.1\939eaeb0-1003-4e42-bc95-ca7cf2fd3cf1\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-TKRWSY(IterationCount=5)

OverheadJitting  1: 1 op, 243200.00 ns, 243.2000 us/op
WorkloadJitting  1: 1 op, 1585900.00 ns, 1.5859 ms/op

OverheadJitting  2: 16 op, 220600.00 ns, 13.7875 us/op
WorkloadJitting  2: 16 op, 4570800.00 ns, 285.6750 us/op

WorkloadPilot    1: 16 op, 3918900.00 ns, 244.9313 us/op
WorkloadPilot    2: 32 op, 8144100.00 ns, 254.5031 us/op
WorkloadPilot    3: 64 op, 16068000.00 ns, 251.0625 us/op
WorkloadPilot    4: 128 op, 32080000.00 ns, 250.6250 us/op
WorkloadPilot    5: 256 op, 63996000.00 ns, 249.9844 us/op
WorkloadPilot    6: 512 op, 82274000.00 ns, 160.6914 us/op
WorkloadPilot    7: 1024 op, 102562000.00 ns, 100.1582 us/op
WorkloadPilot    8: 2048 op, 196189600.00 ns, 95.7957 us/op
WorkloadPilot    9: 4096 op, 401580800.00 ns, 98.0422 us/op
WorkloadPilot   10: 8192 op, 803219000.00 ns, 98.0492 us/op

OverheadWarmup   1: 8192 op, 18900.00 ns, 2.3071 ns/op
OverheadWarmup   2: 8192 op, 14700.00 ns, 1.7944 ns/op
OverheadWarmup   3: 8192 op, 15900.00 ns, 1.9409 ns/op
OverheadWarmup   4: 8192 op, 15800.00 ns, 1.9287 ns/op
OverheadWarmup   5: 8192 op, 15500.00 ns, 1.8921 ns/op
OverheadWarmup   6: 8192 op, 15500.00 ns, 1.8921 ns/op
OverheadWarmup   7: 8192 op, 15400.00 ns, 1.8799 ns/op

OverheadActual   1: 8192 op, 15400.00 ns, 1.8799 ns/op
OverheadActual   2: 8192 op, 15700.00 ns, 1.9165 ns/op
OverheadActual   3: 8192 op, 15100.00 ns, 1.8433 ns/op
OverheadActual   4: 8192 op, 15500.00 ns, 1.8921 ns/op
OverheadActual   5: 8192 op, 23600.00 ns, 2.8809 ns/op
OverheadActual   6: 8192 op, 15400.00 ns, 1.8799 ns/op
OverheadActual   7: 8192 op, 35100.00 ns, 4.2847 ns/op
OverheadActual   8: 8192 op, 15900.00 ns, 1.9409 ns/op
OverheadActual   9: 8192 op, 60000.00 ns, 7.3242 ns/op
OverheadActual  10: 8192 op, 15400.00 ns, 1.8799 ns/op
OverheadActual  11: 8192 op, 16000.00 ns, 1.9531 ns/op
OverheadActual  12: 8192 op, 15900.00 ns, 1.9409 ns/op
OverheadActual  13: 8192 op, 15800.00 ns, 1.9287 ns/op
OverheadActual  14: 8192 op, 15700.00 ns, 1.9165 ns/op
OverheadActual  15: 8192 op, 15800.00 ns, 1.9287 ns/op

WorkloadWarmup   1: 8192 op, 797910600.00 ns, 97.4012 us/op
WorkloadWarmup   2: 8192 op, 777245300.00 ns, 94.8786 us/op
WorkloadWarmup   3: 8192 op, 820744800.00 ns, 100.1886 us/op
WorkloadWarmup   4: 8192 op, 774659200.00 ns, 94.5629 us/op
WorkloadWarmup   5: 8192 op, 825093800.00 ns, 100.7195 us/op
WorkloadWarmup   6: 8192 op, 777266500.00 ns, 94.8812 us/op

// BeforeActualRun
WorkloadActual   1: 8192 op, 799789500.00 ns, 97.6306 us/op
WorkloadActual   2: 8192 op, 804503200.00 ns, 98.2060 us/op
WorkloadActual   3: 8192 op, 797688500.00 ns, 97.3741 us/op
WorkloadActual   4: 8192 op, 775354500.00 ns, 94.6478 us/op
WorkloadActual   5: 8192 op, 819274800.00 ns, 100.0091 us/op

// AfterActualRun
WorkloadResult   1: 8192 op, 799773700.00 ns, 97.6286 us/op
WorkloadResult   2: 8192 op, 804487400.00 ns, 98.2040 us/op
WorkloadResult   3: 8192 op, 797672700.00 ns, 97.3722 us/op
WorkloadResult   4: 8192 op, 775338700.00 ns, 94.6458 us/op
WorkloadResult   5: 8192 op, 819259000.00 ns, 100.0072 us/op
GC:  0 0 0 3904 8192
Threading:  2 0 8192

// AfterAll
// Benchmark Process 19316 has exited with code 0

Mean = 97.5716 us, StdErr = 0.8642 us (0.89%); N = 5, StdDev = 1.9323 us
Min = 94.6458 us, Q1 = 96.0090 us, Median = 97.6286 us, Q3 = 99.1056 us, Max = 100.0072 us
IQR = 3.0966 us, LowerFence = 91.3641 us, UpperFence = 103.7505 us
ConfidenceInterval = [90.1309 us; 105.0122 us] (CI 99.9%), Margin = 7.4406 us (7.63% of Mean)
Skewness = -0.29, Kurtosis = 1.56, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\ValueTuplePerf.ListOfTuplesContainsBenchmark-report.csv
  BenchmarkDotNet.Artifacts\results\ValueTuplePerf.ListOfTuplesContainsBenchmark-report-github.md
  BenchmarkDotNet.Artifacts\results\ValueTuplePerf.ListOfTuplesContainsBenchmark-report.html

// * Detailed results *
ListOfTuplesContainsBenchmark.ListTupleContains: Job-ZKJYOC(IterationCount=5)
Runtime = .NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT; GC = Concurrent Workstation
Mean = 98.5160 us, StdErr = 1.0903 us (1.11%); N = 5, StdDev = 2.4379 us
Min = 96.0197 us, Q1 = 96.1651 us, Median = 98.8125 us, Q3 = 100.7186 us, Max = 101.9201 us
IQR = 4.5535 us, LowerFence = 89.3349 us, UpperFence = 107.5489 us
ConfidenceInterval = [89.1285 us; 107.9035 us] (CI 99.9%), Margin = 9.3875 us (9.53% of Mean)
Skewness = 0.2, Kurtosis = 1.12, MValue = 2
-------------------- Histogram --------------------
[ 94.772 us ;  97.413 us) | @@
[ 97.413 us ; 100.412 us) | @@
[100.412 us ; 103.168 us) | @
---------------------------------------------------

ListOfTuplesContainsBenchmark.ListStructContains: Job-ZKJYOC(IterationCount=5)
Runtime = .NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT; GC = Concurrent Workstation
Mean = 338.3917 us, StdErr = 3.5649 us (1.05%); N = 5, StdDev = 7.9713 us
Min = 331.6068 us, Q1 = 332.7837 us, Median = 335.3158 us, Q3 = 345.5376 us, Max = 351.7387 us
IQR = 12.7538 us, LowerFence = 313.6530 us, UpperFence = 364.6683 us
ConfidenceInterval = [307.6971 us; 369.0863 us] (CI 99.9%), Margin = 30.6946 us (9.07% of Mean)
Skewness = 0.77, Kurtosis = 1.7, MValue = 2.5
-------------------- Histogram --------------------
[331.393 us ; 339.551 us) | @@@@
[339.551 us ; 347.660 us) | 
[347.660 us ; 355.818 us) | @
---------------------------------------------------

ListOfTuplesContainsBenchmark.ListStructEqContains: Job-ZKJYOC(IterationCount=5)
Runtime = .NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT; GC = Concurrent Workstation
Mean = 97.5716 us, StdErr = 0.8642 us (0.89%); N = 5, StdDev = 1.9323 us
Min = 94.6458 us, Q1 = 96.0090 us, Median = 97.6286 us, Q3 = 99.1056 us, Max = 100.0072 us
IQR = 3.0966 us, LowerFence = 91.3641 us, UpperFence = 103.7505 us
ConfidenceInterval = [90.1309 us; 105.0122 us] (CI 99.9%), Margin = 7.4406 us (7.63% of Mean)
Skewness = -0.29, Kurtosis = 1.56, MValue = 2
-------------------- Histogram --------------------
[93.657 us ;  95.635 us) | @
[95.635 us ;  98.777 us) | @@@
[98.777 us ; 100.996 us) | @
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.0, OS=Windows 10.0.19041
Intel Core i7-6700HQ CPU 2.60GHz (Skylake), 1 CPU, 8 logical and 4 physical cores
.NET Core SDK=3.1.200
  [Host]     : .NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT
  Job-ZKJYOC : .NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT

IterationCount=5  

|               Method |      Mean |     Error |   StdDev |    Gen 0 | Gen 1 | Gen 2 | Allocated |
|--------------------- |----------:|----------:|---------:|---------:|------:|------:|----------:|
|    ListTupleContains |  98.52 us |  9.387 us | 2.438 us |        - |     - |     - |         - |
|   ListStructContains | 338.39 us | 30.695 us | 7.971 us | 152.8320 |     - |     - |  480001 B |
| ListStructEqContains |  97.57 us |  7.441 us | 1.932 us |        - |     - |     - |         - |

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 us      : 1 Microsecond (0.000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:00:34 (34.85 sec), executed benchmarks: 3

Global total time: 00:00:39 (39.76 sec), executed benchmarks: 3
// * Artifacts cleanup *
