// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\keith\Source\Repos\ValueTuplePerf\bin\Release\netcoreapp3.1\705a4d4c-0a3c-4428-addc-369502ceac49
// command took 3.94s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\keith\Source\Repos\ValueTuplePerf\bin\Release\netcoreapp3.1\705a4d4c-0a3c-4428-addc-369502ceac49
// command took 4.06s and exited with 0
// ***** Done, took 00:00:08 (8.22 sec)   *****
// Found 4 benchmarks:
//   ListOfTuplesContainsBenchmark.ListTupleContains: DefaultJob
//   ListOfTuplesContainsBenchmark.ListStructContains: DefaultJob
//   ListOfTuplesContainsBenchmark.MapContainsTuple: DefaultJob
//   ListOfTuplesContainsBenchmark.MapContainsStruct: DefaultJob

// **************************
// Benchmark: ListOfTuplesContainsBenchmark.ListTupleContains: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "705a4d4c-0a3c-4428-addc-369502ceac49.dll" --benchmarkName "ValueTuplePerf.ListOfTuplesContainsBenchmark.ListTupleContains" --job "Default" --benchmarkId 0 in C:\Users\keith\Source\Repos\ValueTuplePerf\bin\Release\netcoreapp3.1\705a4d4c-0a3c-4428-addc-369502ceac49\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadResult  22: 12 op, 562840400.00 ns, 46.9034 ms/op
WorkloadResult  23: 12 op, 517561900.00 ns, 43.1302 ms/op
WorkloadResult  24: 12 op, 537264900.00 ns, 44.7721 ms/op
WorkloadResult  25: 12 op, 531438000.00 ns, 44.2865 ms/op
WorkloadResult  26: 12 op, 545711700.00 ns, 45.4760 ms/op
WorkloadResult  27: 12 op, 511676000.00 ns, 42.6397 ms/op
WorkloadResult  28: 12 op, 520135100.00 ns, 43.3446 ms/op
WorkloadResult  29: 12 op, 558242800.00 ns, 46.5202 ms/op
WorkloadResult  30: 12 op, 556997600.00 ns, 46.4165 ms/op
WorkloadResult  31: 12 op, 528192000.00 ns, 44.0160 ms/op
WorkloadResult  32: 12 op, 542705200.00 ns, 45.2254 ms/op
WorkloadResult  33: 12 op, 536436400.00 ns, 44.7030 ms/op
WorkloadResult  34: 12 op, 537445800.00 ns, 44.7871 ms/op
WorkloadResult  35: 12 op, 505328400.00 ns, 42.1107 ms/op
WorkloadResult  36: 12 op, 528948300.00 ns, 44.0790 ms/op
WorkloadResult  37: 12 op, 537696200.00 ns, 44.8080 ms/op
WorkloadResult  38: 12 op, 527484900.00 ns, 43.9571 ms/op
WorkloadResult  39: 12 op, 539020900.00 ns, 44.9184 ms/op
GC:  0 0 0 0 12
Threading:  2 0 12

// AfterAll
// Benchmark Process 38608 has exited with code 0

Mean = 44.4557 ms, StdErr = 0.2427 ms (0.55%); N = 39, StdDev = 1.5158 ms
Min = 41.9722 ms, Q1 = 43.3106 ms, Median = 44.1787 ms, Q3 = 45.4760 ms, Max = 47.2439 ms
IQR = 2.1654 ms, LowerFence = 40.0626 ms, UpperFence = 48.7240 ms
ConfidenceInterval = [43.5902 ms; 45.3212 ms] (CI 99.9%), Margin = 0.8655 ms (1.95% of Mean)
Skewness = 0.28, Kurtosis = 1.93, MValue = 2.82

// **************************
// Benchmark: ListOfTuplesContainsBenchmark.MapContainsTuple: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "705a4d4c-0a3c-4428-addc-369502ceac49.dll" --benchmarkName "ValueTuplePerf.ListOfTuplesContainsBenchmark.MapContainsTuple" --job "Default" --benchmarkId 2 in C:\Users\keith\Source\Repos\ValueTuplePerf\bin\Release\netcoreapp3.1\705a4d4c-0a3c-4428-addc-369502ceac49\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 358100.00 ns, 358.1000 us/op
WorkloadJitting  1: 1 op, 2128800.00 ns, 2.1288 ms/op

OverheadJitting  2: 16 op, 282800.00 ns, 17.6750 us/op
WorkloadJitting  2: 16 op, 6499200.00 ns, 406.2000 us/op

WorkloadPilot    1: 16 op, 4658500.00 ns, 291.1562 us/op
WorkloadPilot    2: 32 op, 11828600.00 ns, 369.6438 us/op
WorkloadPilot    3: 64 op, 26074800.00 ns, 407.4187 us/op
WorkloadPilot    4: 128 op, 47617800.00 ns, 372.0141 us/op
WorkloadPilot    5: 256 op, 93697600.00 ns, 366.0063 us/op
WorkloadPilot    6: 512 op, 171865100.00 ns, 335.6740 us/op
WorkloadPilot    7: 1024 op, 335071400.00 ns, 327.2182 us/op
WorkloadPilot    8: 2048 op, 667840900.00 ns, 326.0942 us/op

OverheadWarmup   1: 2048 op, 7900.00 ns, 3.8574 ns/op
OverheadWarmup   2: 2048 op, 4400.00 ns, 2.1484 ns/op
OverheadWarmup   3: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadWarmup   4: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadWarmup   5: 2048 op, 5500.00 ns, 2.6855 ns/op
OverheadWarmup   6: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadWarmup   7: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadWarmup   8: 2048 op, 4200.00 ns, 2.0508 ns/op

OverheadActual   1: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadActual   2: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadActual   3: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadActual   4: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual   5: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual   6: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual   7: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadActual   8: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual   9: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadActual  10: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual  11: 2048 op, 5700.00 ns, 2.7832 ns/op
OverheadActual  12: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual  13: 2048 op, 4400.00 ns, 2.1484 ns/op
OverheadActual  14: 2048 op, 4500.00 ns, 2.1973 ns/op
OverheadActual  15: 2048 op, 4100.00 ns, 2.0020 ns/op

WorkloadWarmup   1: 2048 op, 811824100.00 ns, 396.3985 us/op
WorkloadWarmup   2: 2048 op, 692996200.00 ns, 338.3771 us/op
WorkloadWarmup   3: 2048 op, 726169100.00 ns, 354.5748 us/op
WorkloadWarmup   4: 2048 op, 707526500.00 ns, 345.4719 us/op
WorkloadWarmup   5: 2048 op, 650313800.00 ns, 317.5360 us/op
WorkloadWarmup   6: 2048 op, 693960000.00 ns, 338.8477 us/op
WorkloadWarmup   7: 2048 op, 655883800.00 ns, 320.2558 us/op

// BeforeActualRun
WorkloadActual   1: 2048 op, 632922000.00 ns, 309.0439 us/op
WorkloadActual   2: 2048 op, 763605400.00 ns, 372.8542 us/op
WorkloadActual   3: 2048 op, 623173700.00 ns, 304.2840 us/op
WorkloadActual   4: 2048 op, 610896500.00 ns, 298.2893 us/op
WorkloadActual   5: 2048 op, 641788900.00 ns, 313.3735 us/op
WorkloadActual   6: 2048 op, 621230600.00 ns, 303.3353 us/op
WorkloadActual   7: 2048 op, 608917800.00 ns, 297.3231 us/op
WorkloadActual   8: 2048 op, 607620800.00 ns, 296.6898 us/op
WorkloadActual   9: 2048 op, 630514200.00 ns, 307.8683 us/op
WorkloadActual  10: 2048 op, 627151700.00 ns, 306.2264 us/op
WorkloadActual  11: 2048 op, 616765800.00 ns, 301.1552 us/op
WorkloadActual  12: 2048 op, 647971300.00 ns, 316.3922 us/op
WorkloadActual  13: 2048 op, 624765500.00 ns, 305.0613 us/op
WorkloadActual  14: 2048 op, 599485100.00 ns, 292.7173 us/op
WorkloadActual  15: 2048 op, 606123400.00 ns, 295.9587 us/op
WorkloadActual  16: 2048 op, 626139200.00 ns, 305.7320 us/op
WorkloadActual  17: 2048 op, 628570200.00 ns, 306.9190 us/op
WorkloadActual  18: 2048 op, 633026400.00 ns, 309.0949 us/op
WorkloadActual  19: 2048 op, 640875500.00 ns, 312.9275 us/op
WorkloadActual  20: 2048 op, 626994800.00 ns, 306.1498 us/op

// AfterActualRun
WorkloadResult   1: 2048 op, 632917700.00 ns, 309.0418 us/op
WorkloadResult   2: 2048 op, 623169400.00 ns, 304.2819 us/op
WorkloadResult   3: 2048 op, 610892200.00 ns, 298.2872 us/op
WorkloadResult   4: 2048 op, 641784600.00 ns, 313.3714 us/op
WorkloadResult   5: 2048 op, 621226300.00 ns, 303.3332 us/op
WorkloadResult   6: 2048 op, 608913500.00 ns, 297.3210 us/op
WorkloadResult   7: 2048 op, 607616500.00 ns, 296.6877 us/op
WorkloadResult   8: 2048 op, 630509900.00 ns, 307.8662 us/op
WorkloadResult   9: 2048 op, 627147400.00 ns, 306.2243 us/op
WorkloadResult  10: 2048 op, 616761500.00 ns, 301.1531 us/op
WorkloadResult  11: 2048 op, 647967000.00 ns, 316.3901 us/op
WorkloadResult  12: 2048 op, 624761200.00 ns, 305.0592 us/op
WorkloadResult  13: 2048 op, 599480800.00 ns, 292.7152 us/op
WorkloadResult  14: 2048 op, 606119100.00 ns, 295.9566 us/op
WorkloadResult  15: 2048 op, 626134900.00 ns, 305.7299 us/op
WorkloadResult  16: 2048 op, 628565900.00 ns, 306.9169 us/op
WorkloadResult  17: 2048 op, 633022100.00 ns, 309.0928 us/op
WorkloadResult  18: 2048 op, 640871200.00 ns, 312.9254 us/op
WorkloadResult  19: 2048 op, 626990500.00 ns, 306.1477 us/op
GC:  0 0 0 0 2048
Threading:  2 0 2048

// AfterAll
// Benchmark Process 3492 has exited with code 0

Mean = 304.6580 us, StdErr = 1.4636 us (0.48%); N = 19, StdDev = 6.3799 us
Min = 292.7152 us, Q1 = 298.2872 us, Median = 305.7299 us, Q3 = 309.0418 us, Max = 316.3901 us
IQR = 10.7546 us, LowerFence = 282.1552 us, UpperFence = 325.1738 us
ConfidenceInterval = [298.9181 us; 310.3979 us] (CI 99.9%), Margin = 5.7399 us (1.88% of Mean)
Skewness = -0.1, Kurtosis = 2.07, MValue = 2

// **************************
// Benchmark: ListOfTuplesContainsBenchmark.MapContainsStruct: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "705a4d4c-0a3c-4428-addc-369502ceac49.dll" --benchmarkName "ValueTuplePerf.ListOfTuplesContainsBenchmark.MapContainsStruct" --job "Default" --benchmarkId 3 in C:\Users\keith\Source\Repos\ValueTuplePerf\bin\Release\netcoreapp3.1\705a4d4c-0a3c-4428-addc-369502ceac49\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.2 (CoreCLR 4.700.20.6602, CoreFX 4.700.20.6702), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 357300.00 ns, 357.3000 us/op
WorkloadJitting  1: 1 op, 140609000.00 ns, 140.6090 ms/op

WorkloadPilot    1: 2 op, 289629100.00 ns, 144.8145 ms/op
WorkloadPilot    2: 3 op, 408522100.00 ns, 136.1740 ms/op
WorkloadPilot    3: 4 op, 583115800.00 ns, 145.7790 ms/op

WorkloadWarmup   1: 4 op, 574024600.00 ns, 143.5061 ms/op
WorkloadWarmup   2: 4 op, 555507900.00 ns, 138.8770 ms/op
WorkloadWarmup   3: 4 op, 535124200.00 ns, 133.7811 ms/op
WorkloadWarmup   4: 4 op, 580240100.00 ns, 145.0600 ms/op
WorkloadWarmup   5: 4 op, 551625500.00 ns, 137.9064 ms/op
WorkloadWarmup   6: 4 op, 557506900.00 ns, 139.3767 ms/op
WorkloadWarmup   7: 4 op, 544603400.00 ns, 136.1508 ms/op

// BeforeActualRun
WorkloadActual   1: 4 op, 595978300.00 ns, 148.9946 ms/op
WorkloadActual   2: 4 op, 562044900.00 ns, 140.5112 ms/op
WorkloadActual   3: 4 op, 548671500.00 ns, 137.1679 ms/op
WorkloadActual   4: 4 op, 538648100.00 ns, 134.6620 ms/op
WorkloadActual   5: 4 op, 564765900.00 ns, 141.1915 ms/op
WorkloadActual   6: 4 op, 540169900.00 ns, 135.0425 ms/op
WorkloadActual   7: 4 op, 561038700.00 ns, 140.2597 ms/op
WorkloadActual   8: 4 op, 553403300.00 ns, 138.3508 ms/op
WorkloadActual   9: 4 op, 537680100.00 ns, 134.4200 ms/op
WorkloadActual  10: 4 op, 520192100.00 ns, 130.0480 ms/op
WorkloadActual  11: 4 op, 556155600.00 ns, 139.0389 ms/op
WorkloadActual  12: 4 op, 567895800.00 ns, 141.9740 ms/op
WorkloadActual  13: 4 op, 560450000.00 ns, 140.1125 ms/op
WorkloadActual  14: 4 op, 556042500.00 ns, 139.0106 ms/op
WorkloadActual  15: 4 op, 542845000.00 ns, 135.7113 ms/op
WorkloadActual  16: 4 op, 577592300.00 ns, 144.3981 ms/op
WorkloadActual  17: 4 op, 540002900.00 ns, 135.0007 ms/op
WorkloadActual  18: 4 op, 550264400.00 ns, 137.5661 ms/op
WorkloadActual  19: 4 op, 549707800.00 ns, 137.4270 ms/op
WorkloadActual  20: 4 op, 582508200.00 ns, 145.6270 ms/op
WorkloadActual  21: 4 op, 538981300.00 ns, 134.7453 ms/op
WorkloadActual  22: 4 op, 563603700.00 ns, 140.9009 ms/op
WorkloadActual  23: 4 op, 529385000.00 ns, 132.3462 ms/op
WorkloadActual  24: 4 op, 568922200.00 ns, 142.2305 ms/op
WorkloadActual  25: 4 op, 537831400.00 ns, 134.4579 ms/op
WorkloadActual  26: 4 op, 559516800.00 ns, 139.8792 ms/op
WorkloadActual  27: 4 op, 542680600.00 ns, 135.6702 ms/op
WorkloadActual  28: 4 op, 580023200.00 ns, 145.0058 ms/op
WorkloadActual  29: 4 op, 541515000.00 ns, 135.3787 ms/op
WorkloadActual  30: 4 op, 551063500.00 ns, 137.7659 ms/op
WorkloadActual  31: 4 op, 530454400.00 ns, 132.6136 ms/op
WorkloadActual  32: 4 op, 575438300.00 ns, 143.8596 ms/op
WorkloadActual  33: 4 op, 543430200.00 ns, 135.8576 ms/op

// AfterActualRun
